Tranche_Âge,2010,2015,2021
0 à 14 ans,14,13.9,13.2
15 à 29 ans,12.9,12.5,12.3
30 à 44 ans,16.6,15.2,14.3
45 à 59 ans,22.2,21.7,20.9
60 à 74 ans,18.7,21.2,24.3
75 ans ou plus,15.5,15.6,15
